student_id,course_type,institute_tier,region,target_sector,cgpa,academic_consistency_score,num_internships,internship_months,internship_employer_type,internship_performance,num_certifications,certifications,institute_placement_rate_3m,institute_placement_rate_6m,institute_placement_rate_12m,institute_avg_salary_lpa,placement_cell_score,recruiter_diversity_score,job_demand_score,region_job_density,sector_growth_rate,job_applications_per_week,interviews_attended,resume_updated_recently,linkedin_active,internship_quality_score,skill_relevance_score,institute_strength_index,placed_3m,placed_6m,placed_12m,actual_salary_lpa
STU0220,Commerce,Tier 2,Pune,EdTech,8.66,62.1,1,1,NGO,4.8,3,Tableau|CFA|AWS,0.63,0.81,0.91,4.0,0.41,0.59,0.41,0.73,0.18,12,1,0,0,0.56,0.52,0.58,1,1,1,7.7
STU0221,Nursing,Tier 1,Chennai,Pharma,6.91,68.4,3,15,PSU,3.6,1,React,0.73,0.9099999999999999,1.0,8.0,0.79,0.71,0.41,0.33,0.01,8,13,1,1,0.65,0.48,0.8,1,1,1,5.8
STU0222,Commerce,Tier 3,Kolkata,FMCG,5.56,43.3,1,5,NGO,4.0,1,Tableau,0.32,0.5,0.61,5.3,0.44,0.46,0.52,0.57,0.01,22,12,1,1,0.56,0.48,0.46,1,1,1,3.3
STU0223,MBA,Tier 3,Ahmedabad,IT,7.37,63.6,1,5,Startup,3.2,0,None,0.36,0.49,0.63,7.6,0.85,0.82,0.95,0.82,0.2,17,1,1,1,0.62,0.3,0.73,1,1,1,6.4
STU0224,Arts,Tier 3,Chennai,FMCG,5.51,79.3,1,4,SME,4.8,0,None,0.26,0.34,0.48000000000000004,4.7,0.83,0.12,0.53,0.7,0.01,7,10,1,1,0.61,0.3,0.47,0,0,1,3.3
STU0225,Commerce,Tier 2,Chennai,FMCG,4.73,71.4,2,12,SME,3.7,1,SQL,0.29,0.33999999999999997,0.38999999999999996,4.5,0.72,0.9,0.3,0.95,-0.06,16,2,1,0,0.66,0.18,0.66,0,0,0,6.6
STU0226,Nursing,Tier 2,Pune,Manufacturing,7.83,85.3,0,0,None,0.0,2,SQL|Python,0.69,0.7999999999999999,0.95,3.6,0.53,0.5,0.42,0.5,0.26,7,5,1,0,0.16,0.35,0.6,1,1,1,4.0
STU0227,Law,Tier 2,Bangalore,Consulting,8.86,89.7,1,5,PSU,4.0,0,None,0.59,0.7,0.83,7.1,0.76,0.68,0.3,0.26,0.02,23,13,0,1,0.56,0.3,0.72,0,0,1,8.1
STU0228,Law,Tier 2,Ahmedabad,Manufacturing,7.91,80.5,3,12,MNC,4.3,1,AWS,0.83,0.97,1.0,7.9,0.73,0.61,0.82,0.86,0.21,24,2,1,0,0.94,0.18,0.77,0,0,0,8.2
STU0229,MBA,Tier 3,Ahmedabad,BFSI,8.8,71.6,1,1,PSU,3.9,2,React|Power BI,0.14,0.25,0.37,6.3,0.48,0.85,0.37,0.74,-0.0,8,9,1,0,0.49,0.35,0.52,0,1,1,6.3
STU0230,Data Science,Tier 1,Delhi,FMCG,8.54,38.9,2,8,NGO,3.0,2,Java|SQL,0.93,1.0,1.0,17.2,0.96,0.71,0.71,0.6,-0.09,17,13,1,1,0.53,0.65,0.9,0,0,1,25.2
STU0231,MBA,Tier 2,Mumbai,FMCG,8.16,87.5,1,2,NGO,4.8,3,Cybersecurity|Power BI|PMP,0.71,0.85,0.9,14.0,0.49,0.43,0.56,0.55,0.15,20,9,1,1,0.58,0.82,0.58,1,1,1,15.0
STU0232,Engineering,Tier 2,Kolkata,EdTech,9.19,44.6,3,3,NGO,4.8,2,CFA|Tableau,0.59,0.6499999999999999,0.72,14.0,0.41,0.44,0.97,0.69,0.0,6,9,1,1,0.59,0.65,0.49,0,0,1,12.3
STU0233,Data Science,Tier 3,Bangalore,EdTech,8.13,75.0,0,0,None,0.0,2,PMP|React,0.49,0.65,0.71,6.9,0.34,0.78,0.94,0.64,0.11,22,5,0,1,0.16,0.65,0.56,0,0,1,6.7
STU0234,Arts,Tier 3,Delhi,Healthcare,5.32,50.0,2,2,SME,3.5,1,Digital Marketing,0.21,0.37,0.45,4.2,0.26,0.88,0.65,0.55,0.14,20,7,1,1,0.47,0.48,0.48,1,1,1,2.9
STU0235,Law,Tier 1,Pune,Healthcare,8.41,64.8,1,4,Startup,3.8,2,Power BI|Java,0.54,0.65,0.75,19.1,0.87,0.79,0.65,0.34,0.23,22,3,0,0,0.65,0.35,0.78,0,0,1,17.5
STU0236,Arts,Tier 1,Pune,Manufacturing,8.48,72.9,2,4,NGO,3.3,1,Machine Learning,0.6,0.76,0.9,9.5,0.98,0.7,0.39,0.44,0.26,23,12,1,0,0.49,0.18,0.83,1,1,1,6.9
STU0237,Law,Tier 3,Bangalore,Healthcare,6.74,87.7,1,6,NGO,4.8,0,None,0.05,0.22999999999999998,0.3,6.2,0.88,0.92,0.49,0.92,0.03,29,0,1,1,0.64,0.3,0.7,1,1,1,5.7
STU0238,Commerce,Tier 3,Chennai,IT,8.63,93.3,3,6,MNC,3.3,0,None,0.35,0.55,0.67,2.2,0.28,0.89,0.67,0.86,0.24,15,7,1,1,0.76,0.3,0.54,1,1,1,4.5
STU0239,Commerce,Tier 3,Pune,Manufacturing,6.51,72.9,3,3,NGO,3.3,1,CFA,0.39,0.56,0.64,5.2,0.22,0.97,0.67,0.44,0.05,5,7,1,0,0.47,0.18,0.55,0,1,1,4.5
STU0240,Commerce,Tier 3,Pune,Consulting,4.0,71.2,1,1,SME,3.4,0,None,0.4,0.51,0.5700000000000001,2.5,0.7,0.71,0.84,0.65,0.16,2,3,1,0,0.45,0.0,0.65,1,1,1,2.8
STU0241,Data Science,Tier 2,Bangalore,IT,6.68,35.0,0,0,None,0.0,3,AWS|PMP|CFA,0.33,0.42000000000000004,0.51,10.3,0.56,0.41,0.55,0.4,0.17,18,12,0,0,0.16,0.52,0.47,0,0,0,10.9
STU0242,MBA,Tier 2,Delhi,FMCG,7.9,61.1,1,5,PSU,3.1,0,None,0.45,0.6,0.71,12.9,0.62,0.45,0.77,0.98,-0.03,16,6,0,0,0.49,0.0,0.56,1,1,1,11.5
STU0243,MBA,Tier 2,Bangalore,FMCG,5.46,49.8,1,3,Startup,4.1,1,PMP,0.46,0.5700000000000001,0.7000000000000001,18.1,0.71,0.9,0.3,0.23,0.26,25,3,1,0,0.66,0.18,0.72,0,0,0,12.6
STU0244,Nursing,Tier 1,Delhi,BFSI,5.88,54.2,0,0,None,0.0,1,Python,0.61,0.74,0.88,7.3,0.95,0.88,0.5,0.47,0.02,24,13,0,0,0.16,0.18,0.87,1,1,1,5.3
STU0245,Arts,Tier 3,Kolkata,Manufacturing,6.94,61.2,2,10,Startup,4.9,3,Power BI|Cybersecurity|Tableau,0.11,0.25,0.35,4.6,0.96,0.46,0.65,0.98,0.01,5,1,1,1,0.84,0.82,0.6,1,1,1,3.3
STU0246,Nursing,Tier 3,Ahmedabad,EdTech,6.05,72.8,1,2,PSU,3.5,2,PMP|Python,0.29,0.44999999999999996,0.5399999999999999,3.8,0.67,0.59,0.75,0.41,-0.07,18,8,1,0,0.47,0.35,0.58,0,0,0,2.4
STU0247,Law,Tier 2,Hyderabad,Manufacturing,8.52,77.5,0,0,None,0.0,2,Cybersecurity|Power BI,0.68,0.79,0.91,8.3,0.78,0.61,0.43,0.61,0.11,25,7,1,1,0.16,0.65,0.73,0,1,1,7.9
STU0248,Data Science,Tier 2,Ahmedabad,Consulting,7.26,60.1,2,12,NGO,3.4,3,Python|SQL|CFA,0.78,0.9400000000000001,1.0,14.8,0.69,0.57,0.46,0.86,0.14,11,5,1,0,0.63,0.52,0.73,0,1,1,12.7
STU0249,Commerce,Tier 2,Kolkata,FMCG,4.87,75.8,2,12,MNC,4.6,2,CFA|Python,0.64,0.7,0.8099999999999999,4.3,0.96,0.97,0.43,0.74,-0.06,2,2,1,0,0.97,0.35,0.89,1,1,1,6.5
STU0250,Law,Tier 2,Bangalore,Pharma,8.25,75.9,2,12,NGO,3.2,0,None,0.61,0.71,0.78,10.3,0.78,0.38,0.64,0.75,0.21,17,4,0,0,0.62,0.0,0.64,0,0,1,8.5
STU0251,Arts,Tier 3,Bangalore,Healthcare,8.04,68.2,2,6,MNC,4.3,2,CFA|Power BI,0.15,0.32999999999999996,0.42999999999999994,3.6,0.66,0.77,0.98,0.26,-0.08,2,2,0,0,0.84,0.35,0.59,1,1,1,4.0
STU0252,Arts,Tier 1,Hyderabad,Pharma,7.61,80.5,1,4,NGO,4.2,0,None,0.84,1.0,1.0,4.2,0.87,0.88,0.86,0.47,-0.1,29,2,1,1,0.56,0.3,0.91,1,1,1,5.8
STU0253,Engineering,Tier 1,Chennai,EdTech,6.44,82.6,0,0,None,0.0,0,None,0.78,0.9400000000000001,1.0,26.5,0.75,0.98,0.57,0.47,0.25,20,4,0,1,0.16,0.3,0.88,0,1,1,17.5
STU0254,Law,Tier 3,Delhi,FMCG,5.86,88.1,3,12,NGO,3.3,2,Power BI|AWS,0.34,0.43000000000000005,0.5700000000000001,6.6,0.36,0.65,0.36,0.51,0.19,24,6,0,0,0.62,0.35,0.47,0,1,1,5.1
STU0255,Law,Tier 2,Ahmedabad,Consulting,4.96,74.9,2,6,SME,3.9,3,Python|Power BI|React,0.18,0.27,0.36,11.0,0.7,0.78,0.57,0.41,0.28,9,2,1,0,0.57,0.52,0.59,0,0,1,8.3
STU0256,Law,Tier 2,Mumbai,EdTech,4.44,88.1,1,3,PSU,3.2,1,React,0.77,0.96,1.0,7.5,0.63,0.59,0.81,0.56,0.24,2,10,1,1,0.47,0.48,0.72,1,1,1,6.6
STU0257,Law,Tier 2,Delhi,Pharma,8.46,82.3,1,6,Startup,3.8,0,None,0.34,0.42000000000000004,0.56,5.2,0.95,0.38,0.75,0.4,0.23,18,10,1,1,0.68,0.3,0.62,1,1,1,8.1
STU0258,Law,Tier 3,Bangalore,Manufacturing,7.33,71.8,0,0,None,0.0,1,Python,0.42,0.56,0.7000000000000001,3.1,0.55,0.3,0.57,0.53,0.2,25,0,0,0,0.16,0.18,0.48,0,0,1,4.5
STU0259,Nursing,Tier 1,Kolkata,Manufacturing,6.26,67.2,2,12,SME,4.0,1,Digital Marketing,0.61,0.78,0.8300000000000001,8.0,0.74,0.92,0.58,0.59,0.25,5,10,0,1,0.68,0.48,0.81,1,1,1,6.0
STU0260,Commerce,Tier 1,Hyderabad,FMCG,8.79,89.6,0,0,None,0.0,3,React|PMP|Digital Marketing,0.84,0.9199999999999999,1.0,12.9,0.88,0.73,0.48,0.3,0.1,28,12,0,0,0.16,0.52,0.85,0,0,0,8.6
STU0261,MBA,Tier 2,Chennai,FMCG,8.21,68.5,0,0,None,0.0,2,React|Tableau,0.7,0.76,0.9,11.8,0.48,0.63,0.72,0.22,0.01,29,12,0,0,0.16,0.35,0.61,0,0,1,12.3
STU0262,MBA,Tier 1,Pune,Consulting,6.03,63.9,1,3,Startup,3.9,1,Machine Learning,0.52,0.67,0.73,32.2,0.97,0.84,0.69,0.97,0.15,18,3,0,1,0.64,0.48,0.84,0,1,1,26.2
STU0263,Commerce,Tier 3,Ahmedabad,FMCG,8.06,78.3,2,8,SME,3.4,2,Power BI|Digital Marketing,0.14,0.32,0.42000000000000004,5.4,0.84,0.47,0.46,0.52,0.23,28,12,0,0,0.57,0.35,0.57,1,1,1,4.0
STU0264,Engineering,Tier 3,Kolkata,Pharma,4.91,72.1,3,3,PSU,3.9,3,AWS|Machine Learning|Python,0.32,0.48,0.57,3.6,0.76,0.92,0.76,0.82,0.04,7,3,0,1,0.52,0.82,0.72,0,1,1,5.9
STU0265,Data Science,Tier 2,Pune,EdTech,7.18,55.1,2,4,Startup,4.4,2,Java|Digital Marketing,0.8,0.92,1.0,8.6,0.53,0.37,0.78,0.73,0.28,5,9,0,0,0.7,0.35,0.6,0,1,1,12.1
STU0266,MBA,Tier 1,Hyderabad,Manufacturing,5.88,84.3,2,8,MNC,3.8,0,None,0.59,0.75,0.88,27.5,0.79,0.99,0.76,0.53,0.01,6,8,1,1,0.84,0.3,0.84,0,1,1,26.9
STU0267,Engineering,Tier 1,Kolkata,FMCG,5.94,82.0,1,6,SME,3.1,1,SQL,0.66,0.8200000000000001,0.93,18.7,0.99,0.61,0.51,0.94,0.03,24,10,1,1,0.51,0.48,0.82,1,1,1,19.8
STU0268,Law,Tier 1,Kolkata,EdTech,8.47,79.6,1,3,SME,3.2,4,React|Java|Machine Learning|Power BI,0.7,0.85,0.99,24.7,0.76,0.65,0.34,0.89,0.02,10,2,0,1,0.47,1.0,0.75,0,0,1,18.3
STU0269,Arts,Tier 1,Hyderabad,IT,7.76,55.6,2,10,Startup,3.6,1,CFA,0.81,0.9,0.96,4.4,0.79,0.66,0.42,0.81,-0.09,27,11,1,1,0.73,0.48,0.78,0,1,1,6.1
STU0270,Arts,Tier 2,Ahmedabad,Healthcare,8.71,93.3,1,6,PSU,3.0,1,Python,0.15,0.24,0.38,3.4,0.43,0.3,0.53,0.73,0.19,29,5,1,0,0.5,0.18,0.33,0,1,1,5.5
STU0271,Law,Tier 3,Bangalore,FMCG,8.44,72.6,0,0,None,0.0,0,None,0.15,0.33999999999999997,0.38999999999999996,4.3,0.68,0.64,0.64,0.85,-0.07,25,13,0,0,0.16,0.0,0.57,0,0,1,4.2
STU0272,Commerce,Tier 3,Ahmedabad,Healthcare,5.46,67.7,3,6,NGO,3.1,1,PMP,0.31,0.36,0.49,5.2,0.41,0.74,0.45,0.23,-0.02,5,2,0,1,0.51,0.48,0.49,0,0,1,2.8
STU0273,Arts,Tier 1,Chennai,Healthcare,7.66,64.0,0,0,None,0.0,2,Tableau|PMP,0.9,0.97,1.0,9.2,0.84,0.9,0.73,0.84,0.07,17,12,0,1,0.16,0.65,0.9,0,1,1,6.4
STU0274,Engineering,Tier 3,Chennai,Consulting,6.97,72.7,0,0,None,0.0,1,Cybersecurity,0.37,0.5,0.5700000000000001,4.6,0.43,0.58,0.34,0.33,0.23,24,3,1,1,0.16,0.48,0.5,0,0,1,5.4
STU0275,Law,Tier 3,Kolkata,Pharma,8.0,20.3,1,3,NGO,4.0,0,None,0.36,0.56,0.64,5.4,0.27,0.65,0.36,0.97,0.19,8,10,0,1,0.53,0.3,0.47,0,0,1,5.3
STU0276,Nursing,Tier 3,Bangalore,Healthcare,8.21,67.1,0,0,None,0.0,1,AWS,0.3,0.4,0.47000000000000003,4.2,0.5,0.53,0.74,0.93,0.07,25,3,0,0,0.16,0.18,0.48,1,1,1,2.5
STU0277,MBA,Tier 1,Pune,Pharma,9.03,86.2,2,10,Startup,4.3,1,PMP,0.89,0.96,1.0,31.8,0.73,0.88,0.61,0.96,-0.04,24,9,0,0,0.79,0.18,0.84,1,1,1,28.5
STU0278,Data Science,Tier 3,Mumbai,Consulting,8.37,97.1,1,2,PSU,3.1,0,None,0.26,0.43000000000000005,0.5,6.4,0.59,0.2,0.59,0.45,-0.09,4,6,1,1,0.44,0.3,0.42,0,0,1,6.7
STU0279,Commerce,Tier 1,Ahmedabad,Consulting,8.8,55.6,2,6,Startup,4.5,0,None,0.77,0.92,1.0,12.2,0.8,0.7,0.97,0.94,0.08,4,12,0,0,0.74,0.0,0.81,1,1,1,9.7
STU0280,Commerce,Tier 1,Pune,FMCG,9.67,60.7,0,0,None,0.0,1,Cybersecurity,0.54,0.72,0.82,13.9,0.88,0.87,0.86,0.73,0.06,5,3,1,1,0.16,0.48,0.83,1,1,1,10.1
STU0281,MBA,Tier 2,Delhi,EdTech,6.91,33.1,2,8,NGO,4.8,2,Power BI|CFA,0.35,0.53,0.62,11.3,0.64,0.57,0.5,0.41,0.24,20,5,0,1,0.68,0.65,0.59,0,1,1,14.8
STU0282,Arts,Tier 1,Bangalore,EdTech,8.53,85.9,1,3,NGO,4.7,0,None,0.82,0.95,1.0,7.1,0.9,0.77,0.8,0.89,-0.04,11,8,0,1,0.59,0.3,0.88,1,1,1,6.5
STU0283,Law,Tier 1,Mumbai,Manufacturing,7.4,77.1,1,4,NGO,3.5,1,Digital Marketing,0.58,0.78,0.91,18.3,0.98,0.8,0.92,0.49,0.05,4,3,1,1,0.51,0.48,0.87,0,1,1,16.2
STU0284,Data Science,Tier 3,Ahmedabad,BFSI,7.9,59.4,1,4,Startup,3.4,0,None,0.17,0.29000000000000004,0.4,7.4,0.77,0.26,0.48,0.85,0.28,9,14,0,1,0.62,0.3,0.47,1,1,1,6.9
STU0285,Law,Tier 2,Mumbai,EdTech,6.97,56.8,1,4,Startup,4.3,1,Digital Marketing,0.29,0.33999999999999997,0.42,5.0,0.63,0.34,0.94,0.53,0.08,8,9,0,0,0.69,0.18,0.46,0,0,0,8.4
STU0286,Law,Tier 1,Ahmedabad,Consulting,6.44,80.3,2,2,MNC,3.1,1,CFA,0.69,0.86,0.97,20.0,0.76,0.86,0.6,0.32,0.22,7,3,0,1,0.68,0.48,0.82,0,1,1,17.4
STU0287,Commerce,Tier 1,Bangalore,IT,8.22,63.1,0,0,None,0.0,0,None,0.52,0.71,0.85,8.1,0.8,0.68,0.64,0.22,0.17,27,14,0,0,0.16,0.0,0.74,1,1,1,8.9
STU0288,Commerce,Tier 1,Mumbai,BFSI,6.58,26.5,3,3,SME,3.6,2,Python|Machine Learning,0.87,0.99,1.0,6.1,0.74,0.67,0.38,0.47,0.29,5,9,0,1,0.5,0.65,0.79,0,1,1,11.2
STU0289,Arts,Tier 1,Kolkata,FMCG,6.12,87.8,2,12,SME,3.4,1,PMP,0.89,0.95,1.0,5.8,0.73,0.9,0.52,0.57,-0.01,23,5,0,0,0.63,0.18,0.85,0,1,1,6.7
STU0290,Engineering,Tier 3,Delhi,FMCG,7.83,59.9,2,10,MNC,3.1,1,AWS,0.16,0.32,0.46,6.3,0.55,0.14,0.94,0.58,-0.09,8,7,0,1,0.81,0.48,0.36,1,1,1,5.8
STU0291,Commerce,Tier 1,Mumbai,IT,8.05,67.3,2,6,PSU,3.9,2,PMP|React,0.73,0.9199999999999999,1.0,7.4,0.94,0.97,0.42,0.85,0.27,24,0,0,0,0.57,0.35,0.94,1,1,1,10.8
STU0292,Arts,Tier 1,Hyderabad,EdTech,7.38,74.5,1,6,PSU,4.9,1,AWS,0.72,0.82,0.9199999999999999,9.2,0.91,0.64,0.4,0.54,-0.02,23,13,0,1,0.65,0.48,0.8,0,0,0,7.2
STU0293,Commerce,Tier 1,Mumbai,Pharma,6.3,50.7,2,12,NGO,4.3,2,Python|Java,0.62,0.72,0.82,9.5,0.96,0.97,0.51,0.89,0.21,12,11,1,1,0.7,0.65,0.89,0,1,1,11.0
STU0294,Engineering,Tier 3,Mumbai,EdTech,6.86,47.5,0,0,None,0.0,2,Cybersecurity|React,0.31,0.44,0.51,5.1,0.64,0.71,0.73,0.52,0.01,0,8,1,1,0.16,0.65,0.6,0,1,1,5.6
STU0295,Commerce,Tier 1,Kolkata,EdTech,8.55,32.5,2,10,Startup,4.2,1,Digital Marketing,0.85,0.98,1.0,14.8,0.73,0.97,0.94,0.62,0.19,24,14,1,1,0.78,0.48,0.88,1,1,1,11.9
STU0296,MBA,Tier 3,Pune,Manufacturing,4.0,64.2,0,0,None,0.0,0,None,0.07,0.17,0.27,6.3,0.65,0.2,1.0,0.54,0.04,25,9,0,0,0.16,0.0,0.37,0,0,1,4.8
STU0297,MBA,Tier 2,Delhi,Manufacturing,6.67,86.5,1,4,SME,5.0,3,Machine Learning|Tableau|Python,0.44,0.53,0.62,19.3,0.83,0.51,0.71,0.96,0.22,27,7,1,0,0.63,0.52,0.64,0,1,1,13.8
STU0298,Law,Tier 2,Mumbai,FMCG,4.78,66.4,1,6,SME,3.9,1,Digital Marketing,0.24,0.44,0.51,9.3,0.66,0.35,0.64,0.76,0.11,24,3,0,0,0.57,0.18,0.5,0,1,1,7.3
STU0299,Nursing,Tier 1,Pune,Pharma,7.67,74.2,1,5,Startup,3.5,2,Digital Marketing|PMP,0.55,0.68,0.77,6.6,0.87,0.7,0.58,0.54,0.25,0,5,1,1,0.64,0.65,0.76,0,0,0,6.5
STU0300,Data Science,Tier 3,Delhi,EdTech,8.56,51.8,1,2,MNC,4.9,1,Digital Marketing,0.2,0.31,0.41000000000000003,4.4,0.87,0.81,0.43,0.71,0.23,3,12,0,0,0.83,0.18,0.68,1,1,1,6.6
STU0301,Law,Tier 3,Delhi,Pharma,7.25,59.2,1,3,Startup,3.3,1,Machine Learning,0.19,0.25,0.33,3.8,0.39,0.82,0.69,0.2,0.07,8,5,1,0,0.59,0.18,0.48,0,0,1,4.2
STU0302,Commerce,Tier 1,Ahmedabad,FMCG,5.45,53.2,0,0,None,0.0,1,SQL,0.84,0.97,1.0,7.5,0.91,0.97,0.56,0.39,0.12,0,12,1,1,0.16,0.48,0.95,0,1,1,9.2
STU0303,Data Science,Tier 2,Mumbai,BFSI,6.14,81.1,1,4,Startup,3.5,0,None,0.59,0.76,0.8300000000000001,13.9,0.6,0.39,0.59,0.21,0.24,14,5,1,0,0.63,0.0,0.58,0,1,1,10.8
STU0304,MBA,Tier 2,Pune,IT,9.1,68.9,2,12,Startup,3.3,2,Java|SQL,0.66,0.8,0.93,8.5,0.58,0.5,0.4,0.43,0.02,4,6,0,1,0.74,0.65,0.62,0,1,1,16.3
STU0305,Commerce,Tier 3,Hyderabad,Pharma,9.19,74.7,2,8,Startup,4.3,2,Digital Marketing|Power BI,0.65,0.77,0.88,3.8,0.73,0.67,0.31,0.63,-0.06,0,3,0,0,0.76,0.35,0.72,0,1,1,4.7
STU0306,Nursing,Tier 3,Chennai,Consulting,8.26,61.9,1,2,PSU,4.1,0,None,0.12,0.2,0.34,3.8,0.54,0.26,0.96,0.8,-0.02,13,5,0,0,0.52,0.0,0.35,0,1,1,3.7
STU0307,Nursing,Tier 1,Ahmedabad,FMCG,4.49,85.5,2,4,Startup,3.5,2,Power BI|Tableau,0.58,0.71,0.78,7.3,0.79,0.88,0.66,0.67,-0.03,25,0,0,1,0.63,0.65,0.79,0,0,1,5.8
STU0308,Law,Tier 1,Delhi,IT,5.65,71.6,1,4,PSU,4.4,1,Digital Marketing,0.59,0.73,0.82,18.0,0.96,0.96,0.49,0.57,0.12,20,13,0,0,0.58,0.18,0.89,1,1,1,16.4
STU0309,MBA,Tier 1,Chennai,Manufacturing,7.44,41.7,0,0,None,0.0,1,CFA,0.93,1.0,1.0,33.8,0.73,0.79,0.35,0.68,0.01,5,5,1,0,0.16,0.18,0.83,0,0,1,22.7
STU0310,Law,Tier 3,Chennai,Consulting,8.2,56.9,1,5,SME,4.2,2,Tableau|React,0.25,0.41000000000000003,0.47000000000000003,6.9,0.21,0.64,0.69,0.31,-0.04,24,3,0,0,0.58,0.35,0.4,0,1,1,5.3
STU0311,MBA,Tier 3,Chennai,Healthcare,7.92,36.8,1,6,Startup,4.9,3,Tableau|Digital Marketing|PMP,0.02,0.19999999999999998,0.27,9.5,0.85,0.98,0.92,0.42,-0.06,14,2,1,1,0.77,0.82,0.69,0,0,1,7.0
STU0312,Law,Tier 1,Bangalore,IT,7.91,64.5,1,2,MNC,3.1,1,CFA,0.61,0.74,0.89,12.7,0.71,0.62,0.71,0.25,0.28,15,14,1,1,0.68,0.48,0.69,1,1,1,17.8
STU0313,Engineering,Tier 3,Delhi,IT,8.89,88.0,1,2,Startup,3.9,3,Digital Marketing|PMP|Power BI,0.19,0.31,0.42,6.9,0.23,0.63,0.43,0.48,0.04,11,13,1,0,0.63,0.52,0.37,1,1,1,5.6
STU0314,Commerce,Tier 2,Mumbai,IT,7.75,64.0,1,5,NGO,4.6,3,Digital Marketing|CFA|Python,0.38,0.54,0.5900000000000001,6.6,0.91,0.64,0.52,0.9,-0.04,0,14,1,0,0.61,0.52,0.72,0,1,1,7.8
STU0315,Law,Tier 2,Mumbai,Pharma,7.22,80.8,1,5,Startup,4.0,0,None,0.23,0.35,0.43,6.7,0.64,0.31,0.84,0.34,-0.08,28,8,1,1,0.68,0.3,0.45,0,1,1,8.6
STU0316,Law,Tier 1,Hyderabad,Manufacturing,6.58,61.5,0,0,None,0.0,1,Cybersecurity,0.82,0.9199999999999999,1.0,23.1,0.71,0.75,0.41,0.76,-0.06,10,12,0,0,0.16,0.18,0.78,0,1,1,13.9
STU0317,Data Science,Tier 2,Bangalore,FMCG,6.89,65.6,2,2,SME,5.0,1,PMP,0.3,0.44999999999999996,0.59,11.1,0.94,0.94,0.95,0.42,0.06,3,10,1,1,0.59,0.48,0.79,1,1,1,11.4
STU0318,Data Science,Tier 3,Bangalore,IT,7.82,41.6,1,4,MNC,4.2,3,CFA|Tableau|React,0.35,0.39999999999999997,0.48,8.9,0.64,0.51,0.5,0.44,0.05,25,7,0,1,0.8,0.82,0.53,1,1,1,8.1
STU0319,Commerce,Tier 1,Delhi,BFSI,5.47,49.1,1,4,SME,4.3,3,CFA|React|Power BI,0.78,0.9,0.96,8.0,0.89,0.77,0.4,0.58,-0.09,18,3,1,1,0.57,0.82,0.86,0,1,1,10.2
STU0320,MBA,Tier 1,Ahmedabad,Consulting,8.01,92.7,1,3,MNC,4.5,1,SQL,0.68,0.7300000000000001,0.81,30.9,0.7,0.61,0.9,0.75,0.01,9,5,0,1,0.81,0.48,0.68,0,0,1,30.2
STU0321,MBA,Tier 2,Mumbai,Manufacturing,8.54,67.7,3,9,NGO,3.3,4,AWS|CFA|SQL|Machine Learning,0.77,0.85,0.98,12.1,0.51,0.59,0.86,0.57,0.12,6,11,1,1,0.57,1.0,0.64,1,1,1,14.8
STU0322,Law,Tier 2,Chennai,Pharma,8.86,63.8,0,0,None,0.0,1,Tableau,0.44,0.5800000000000001,0.7200000000000001,9.5,0.65,0.95,0.85,0.36,-0.05,13,8,1,1,0.16,0.48,0.72,0,0,0,8.0
STU0323,Law,Tier 3,Chennai,IT,6.1,55.2,1,5,MNC,4.5,2,CFA|Java,0.42,0.55,0.68,5.6,0.53,0.91,0.41,1.0,-0.05,13,12,1,0,0.84,0.35,0.65,0,0,0,5.2
STU0324,Law,Tier 3,Kolkata,FMCG,6.11,92.8,3,15,MNC,4.5,2,React|Machine Learning,0.04,0.14,0.25,5.7,0.98,0.76,0.75,0.47,-0.09,12,7,0,0,0.96,0.35,0.66,0,0,1,5.5
STU0325,MBA,Tier 2,Kolkata,Pharma,9.01,52.8,3,9,Startup,4.3,3,React|Cybersecurity|CFA,0.35,0.41,0.54,16.6,0.84,0.37,0.8,0.74,0.23,12,12,1,0,0.77,0.52,0.57,1,1,1,15.2
STU0326,Arts,Tier 1,Bangalore,BFSI,7.59,30.8,1,3,PSU,4.8,1,AWS,0.69,0.7799999999999999,0.8899999999999999,7.9,0.91,0.91,0.52,0.65,0.29,17,6,0,1,0.59,0.48,0.87,0,0,1,7.3
STU0327,Commerce,Tier 2,Chennai,FMCG,6.4,77.9,1,1,MNC,4.0,2,SQL|Python,0.35,0.51,0.64,8.0,0.54,0.71,0.7,0.59,0.12,5,11,0,0,0.74,0.35,0.58,1,1,1,7.2
STU0328,Data Science,Tier 2,Bangalore,Healthcare,6.1,57.2,3,9,MNC,3.7,2,AWS|CFA,0.62,0.72,0.7999999999999999,7.4,0.89,0.62,0.53,0.58,0.23,27,0,0,0,0.85,0.35,0.76,1,1,1,12.9
STU0329,Engineering,Tier 1,Bangalore,FMCG,7.43,77.4,2,2,NGO,4.8,2,SQL|Cybersecurity,0.63,0.68,0.75,13.8,0.78,0.67,0.32,0.93,-0.1,1,10,0,0,0.58,0.35,0.72,0,1,1,20.8
STU0330,Engineering,Tier 2,Kolkata,Pharma,6.47,90.8,0,0,None,0.0,0,None,0.65,0.7000000000000001,0.8300000000000001,14.9,0.89,0.62,0.93,0.53,0.11,1,9,1,1,0.16,0.3,0.75,0,1,1,8.6
